field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24
KEN-NBI-110,KEN-NBI-110,Nairobi,Nairobi - Approval-Then-Demolition Planning Cycle,1/1/2010,5/13/2026,Nairobi's riparian land crisis is substantially driven by a systemic failure where government agencies approve development on riparian land and then subsequently demolish the same approved structures. Mjengo Hub documented this as a root cause of the city's planning crisis.,Water-Land,Systemic Planning Failure - Approve-Then-Demolish Cycle,"Nairobi City County Planning Department; NEMA; KURA; National Construction Authority; Property Owners; Civil Society","Mjengo Hub (April 2026) published a detailed analysis titled 'The Approval Then Demolition Cycle Reveals Nairobi's True Planning Crisis.' The analysis documented that most buildings demolished in Nairobi's recurring enforcement cycles could not have been built without approval from a government authority. The Southend Mall case is the most documented example: NEMA issued an EIA licence in 2012, Nairobi County issued improvement licences in 2016, and then NEMA and Nairobi County demolished the building in 2018. Nairobi Rivers Commission CEO Mumo Musuva stated that for most properties that had received over 300 eviction notices, the land had been allocated illegally, and that all city master plans during the planning of construction in Nairobi had left out the riparian areas. He stated that following the failure to map out flood-prone areas in the early 1980s and 1990s, politicians gained ownership of the land and allocated it to the public, creating the current illegality. This institutional failure is the foundational driver of Nairobi's land-water conflict at scale.","Mjengo Hub; Kenya Times",https://mjengohub.co.ke/articles/industry-insights/the-approval-then-demolition-cycle-reveals-nairobis-true-planning-crisis,"Print/Online News; Legal Commentary",-1.2864,36.8172,"0",Unknown,Systemic Policy - Under Reform,Ongoing - Structural,"approval-then-demolition, planning cycle, Nairobi, NEMA, Musuva, systemic failure, master plan, riparian allocation, politicians, 1980s",Yes,"0.96",Mjengo Hub directly cited. Named CEO and institutional failure analysis confirmed.
KEN-NBI-111,KEN-NBI-111,Nairobi,Nairobi - Westlands - Ukay Mall / Nakumatt Ukay,6/1/2018,12/31/2018,NEMA's June 2018 report earmarked the Nakumatt Ukay Mall in Westlands for demolition on the grounds that the car park and commercial building were built along riverbanks and wetland areas. A parliamentary committee was asked to summon Ukay Mall management.,Water-Land,Nakumatt Ukay Westlands - NEMA Riparian Earmarking 2018,"Nakumatt Ukay (Westlands); NEMA; Parliamentary Committee on Environment; Nairobi County","The Standard Media (August 2018) reported that NEMA's demolition earmarking list included Nakumatt Ukay in Westlands, identified as built along riverbanks and wetlands. The National Assembly Environment Committee summoned management of Nakumatt Ukay in Westlands, the Tribe Hotel in Village Market, GemSuites in Riverside Drive, and Taj Apartments in Kileleshwa to appear before it. NEMA's June 2018 report had also earmarked the Westgate Car Park (citing encroachment on the riparian reserve, though NEMA had previously lost an appeal to remove it). These were high-profile commercial properties in upmarket Nairobi areas. The parliamentary committee involvement illustrates that enforcement reach included commercial and upmarket properties, even if implementation was subsequently selective. As of the 2025-2026 enforcement cycle, Governor Sakaja's removal of a parking facility near Westgate Shopping Mall signalled a renewed attempt at uniform enforcement across commercial properties.",Standard Media,https://www.standardmedia.co.ke/article/2001291283/list-of-buildings-nema-has-earmarked-for-demolitions-photos,Print/Online News,-1.263,36.804,"0","0",Earmarked 2018 - Partial Enforcement,Partially Resolved,"Nakumatt Ukay, Westlands, NEMA, riparian, wetland, Parliament Committee, 2018 earmarking, Westgate Car Park",Yes,"0.95",Standard Media directly cited.
KEN-NBI-112,KEN-NBI-112,Nairobi,Nairobi - Multiple Upmarket Estates - 2018 NEMA List,6/1/2018,12/31/2018,"A June 2018 NEMA report earmarked multiple upmarket properties across Nairobi including the Tribe Hotel, GemSuites, Taj Apartments, and Alina Villas as sitting on or adjacent to riparian land or water catchment areas.",Water-Land,2018 NEMA Demolition Earmarking - Upmarket Riparian Properties,"NEMA; Tribe Hotel (Village Market); GemSuites (Riverside Drive); Taj Apartments (Kileleshwa); Alina Villas (Spring Valley); Parliamentary Committee on Environment","The Standard Media (August 2018) documented that NEMA's riparian enforcement earmarking list covered numerous high-value properties. The Tribe Hotel in Village Market was identified as constructed in a water catchment area. GemSuites in Riverside Drive was listed along with the hotel. Taj Apartments in Kileleshwa were identified as having a boundary wall and part of the parking lot encroaching on a river bank, with a recommendation to remove the wall and part of the parking. Alina Villas in Spring Valley was also listed. The National Assembly Environment Committee visited the waterways in June 2018 and was alarmed by the extent of encroachment. The committee also identified Limuru Road, Lang'ata Road, Arboretum Road, Spring Valley, Globe Cinema roundabout, Riverside Drive, Westlands, Parklands, and Fuata Nyayo estate in South B as areas with buildings on river banks. Most of these upmarket properties were not demolished in 2018 despite being earmarked, contributing to accusations of selective enforcement.",Standard Media,https://www.standardmedia.co.ke/article/2001291283/list-of-buildings-nema-has-earmarked-for-demolitions-photos,Print/Online News,-1.26,36.8,"0","0",Earmarked 2018 - Largely Unenforced,Ongoing - Selective,"Tribe Hotel, GemSuites, Riverside Drive, Taj Apartments, Alina Villas, Spring Valley, NEMA 2018 list, riparian, Parliament",Yes,"0.95",Standard Media directly cited.
KEN-NBI-113,KEN-NBI-113,Nairobi,Nairobi - Mukuru kwa Reuben - Post-Flood Demolitions,4/25/2024,12/31/2024,"Following the April 2024 floods, government demolitions in Mukuru kwa Reuben along the Ngong River corridor displaced thousands of households. Civil society documented the demolitions as disproportionately targeting low-income communities without adequate relocation support.",Water-Land,Mukuru kwa Reuben - Post-Flood Government Demolitions 2024,"Mukuru kwa Reuben Residents; Nairobi County; Interior Ministry; NRC; SDI Kenya; Kounkuey Design Initiative","The Kounkuey Design Initiative's 'Flowing Together' project documentation (2023-2024) noted that 'ongoing demolitions since April 2024, coupled with insufficient relocation support, have left many residents feeling frustrated.' Kounkuey documented that Mukuru kwa Reuben residents were affected by government demolitions in response to April-May flooding. A coalition of civil society organisations issued a solidarity statement urging the government to adopt more humane and inclusive approaches to riparian clearance. The Nairobi Rivers Commission (NRC), established in 2022, was working to develop a master plan for river regeneration but had not published a resettlement framework. ROAPE (July 2024) documented that demolitions in Mukuru followed a pattern of 'segregated action' focused on informal settlements while affluent riparian areas were spared. SDI Kenya, which has organised residents in Mukuru for decades, documented the displacement impacts and demanded fair treatment equal to that afforded upmarket areas.","Kounkuey Design Initiative; ROAPE; SDI Kenya",https://www.kounkuey.org/projects/flowing_together,"NGO; Academic",-1.306,36.89,"0",5000+,Post-Flood Demolitions - No Resettlement Plan,Ongoing - Displacement,"Mukuru kwa Reuben, demolitions, April 2024 floods, relocation, civil society, Kounkuey, SDI, ROAPE, Ngong River",Yes,"0.93",Kounkuey and ROAPE directly cited.
KEN-NBI-114,KEN-NBI-114,Nairobi,Nairobi - NRC Established 2022 - River Regeneration History,1/1/2022,12/31/2024,The Nairobi Rivers Commission (NRC) was established in 2022 to restore Nairobi's rivers and promote sustainable urban development. Its early work included developing a master plan for river regeneration and coordinating multiple actors before the 2024 flood-triggered enforcement escalation.,Water-Land,Nairobi Rivers Commission Establishment and Early Work,"Nairobi Rivers Commission (NRC); Nairobi County; National Government; Civil Society; River Corridor Communities","The Kounkuey Design Initiative's project documentation confirmed that the Nairobi Rivers Commission (NRC) was established in 2022 to restore Nairobi's rivers and promote sustainable urban development. Informal settlements along the riverbanks face heightened risks of flooding and contamination. The NRC had been working to develop a master plan for river regeneration and coordinating various actors. However, the April 2024 floods accelerated government-mandated demolitions in riparian zones that displaced thousands, complicating the regeneration process. A community town hall and coalition meetings organised by civil society provided a platform for residents to engage directly with the NRC. A coalition's advocacy efforts led to a solidarity statement urging the government to adopt more humane and inclusive approaches. The NRC's early period represents the transitional phase between the 2018 enforcement wave and the 2025-2026 escalation driven by the Nairobi River Regeneration Programme.",Kounkuey Design Initiative,https://www.kounkuey.org/projects/flowing_together,NGO,-1.2864,36.8172,"0","0",Active - Master Plan Development,Ongoing,"NRC, Nairobi Rivers Commission, 2022, master plan, river regeneration, civil society, community engagement, Nairobi",Yes,"0.9",Kounkuey directly cited.
KEN-NBI-115,KEN-NBI-115,Nairobi,Nairobi - Mathare - Schools Demolished May 2024,5/1/2024,6/30/2024,"More than 10 schools in informal settlements were demolished during the May 2024 riparian enforcement drive, displacing over 3,000 learners. Some learners were untraced as families relocated.",Water-Land,School Demolitions - Riparian Enforcement 2024,"10+ Schools in Mathare, Starehe, Embakasi South; 3000+ Learners; Parents; Nairobi County; Interior Ministry","The Daily Nation (January 2025) documented that the May 2024 demolition drive demolished more than 10 schools in Nairobi's informal settlements, primarily in Mathare, Starehe, Embakasi South, and Makadara sub-counties. More than 3,000 learners were affected. Starehe Deputy County Commissioner John Kisang confirmed that some learners had not yet been traced as families moved to other slums or returned to their rural homes. The demolition of schools as part of the riparian clearance drive was particularly controversial: while some school structures were built on the riparian reserve, they provided critical public education services to communities that had no alternative. Civil society organisations argued that the government should have built replacement schools before demolishing existing ones. The Ministry of Education was not a named party in the riparian enforcement process, creating a coordination gap.",Daily Nation,https://nation.africa/kenya/counties/nairobi/sacred-cows-in-nairobi-demolition-targeting-riparian-land-grabbers-4896526,Print/Online News,-1.26,36.878,"0",3000+,Demolitions Executed - Children Displaced,Enforced,"schools demolished, learners, Mathare, Starehe, Embakasi, Makadara, riparian, May 2024, Kisang, Daily Nation",Yes,"0.96",Daily Nation directly cited. Named DCC and statistics confirmed.
KEN-NBI-116,KEN-NBI-116,Nairobi,Nairobi - Spring Valley - Alina Villas,1/1/2018,12/31/2024,"NEMA's 2018 earmarking list identified Alina Villas in Spring Valley among buildings sitting on river banks. Spring Valley sits along the Kibagare River. As of December 2025, the Kibagare River was included in CS Wahome's formal nine-river demarcation notice.",Water-Land,Spring Valley - Alina Villas Riparian Risk,"Alina Villas Owners; NEMA; WRA; Spring Valley Estate Association","Standard Media (August 2018) and the CS Wahome demarcation notice (December 2025) together document a continuous conflict over riparian encroachment in Spring Valley. NEMA's 2018 report identified Alina Villas in Spring Valley among properties sitting on river banks, along with other Spring Valley locations mentioned in the parliamentary committee's June 2018 waterway tour. Spring Valley is situated along the Kibagare River, which flows from the Karura Forest through Westlands and Loresho. The CS Wahome notice of December 2025 specifically named the Kibagare River among the nine rivers being demarcated from their sources. Properties in Spring Valley that were not enforced against in 2018 now fall within the formal demarcation scope of the December 2025 notice, which may trigger future enforcement proceedings.","Standard Media; Kenya Times",https://www.standardmedia.co.ke/article/2001291283/list-of-buildings-nema-has-earmarked-for-demolitions-photos,Print/Online News,-1.25,36.81,"0",Unknown,2018 Earmarked - December 2025 Demarcation Active,Ongoing,"Spring Valley, Alina Villas, Kibagare River, NEMA 2018, CS Wahome 2025, demarcation, riparian",Yes,"0.88",Standard Media and Kenya Times cited.
KEN-NBI-119,KEN-NBI-119,Nairobi,Nairobi - Riverside Drive - Gem Suites,6/1/2018,12/31/2024,"NEMA's 2018 riparian enforcement list included GemSuites in Riverside Drive, along with the Tribe Hotel, for being situated adjacent to or on the Nairobi River system's upper reaches. The parliamentary committee visited the site in June 2018.",Water-Land,GemSuites Riverside Drive - Riparian Earmarking 2018,"GemSuites Apartments; NEMA; Parliamentary Committee on Environment; WRA; Riverside Drive Property Owners","Standard Media (August 2018) documented that GemSuites in Riverside Drive was included on NEMA's demolition earmarking list and that the National Assembly Environment Committee summoned GemSuites management alongside Nakumatt Ukay, the Tribe Hotel, and Taj Apartments to appear before it. Riverside Drive in Nairobi is situated along the upper Nairobi River valley, with several luxury residential and commercial properties built along the river's riparian margin. The June 2018 parliamentary committee tour identified Riverside Drive as one of the specific zones with buildings on river banks. GemSuites, a serviced apartment complex, was earmarked for potential demolition but enforcement was not carried out in 2018. The Riverside Drive corridor was later included in the CS Wahome December 2025 demarcation notice as part of the nine-river coverage (the Nairobi River and its tributaries run through this area). As of May 2026, formal enforcement in the Riverside Drive area was ongoing.",Standard Media,https://www.standardmedia.co.ke/article/2001291283/list-of-buildings-nema-has-earmarked-for-demolitions-photos,Print/Online News,-1.268,36.796,"0",Unknown,Earmarked 2018 - December 2025 Demarcation Active,Ongoing,"GemSuites, Riverside Drive, NEMA 2018, riparian, parliamentary, Nairobi River, demarcation 2025",Yes,"0.92",Standard Media directly cited.
KEN-NBI-121,KEN-NBI-121,Nairobi,Nairobi - Globe Cinema - Arboretum - River Corridor,6/1/2018,12/31/2024,The National Assembly Environment Committee's June 2018 waterway tour identified the Globe Cinema roundabout area as one of the zones with buildings situated on river banks in Nairobi's Central Business District fringe area.,Water-Land,Globe Cinema Roundabout - River Encroachment 2018,"Commercial Property Owners; NEMA; Parliament Committee; WRA","Nairobi News (August 2018) documented that in June 2018, the National Assembly Environment Committee specifically identified the Globe Cinema roundabout among locations where buildings are sitting on river banks. The Globe Cinema roundabout is situated near the junction of Haile Selassie Avenue and University Way in central Nairobi, where the upper Nairobi River drainage network runs. Commercial and institutional buildings in this area have over decades been constructed closer to the drainage channels than permitted. The identification of the CBD-adjacent Globe Cinema area alongside the upmarket Riverside Drive and Lang'ata Road areas demonstrates that riparian encroachment in Nairobi affects the entire urban fabric, not only informal settlements. This area was not included in the May 2024 enforcement drive, which focused on the three main river corridors.","Nairobi News; Standard Media",https://nairobinews.nation.africa/south-end-mall-along-langata-road-finally-demolished/,Print/Online News,-1.287,36.816,"0",Unknown,Parliamentary Identified 2018 - Not Yet Enforced,Ongoing,"Globe Cinema, roundabout, Nairobi River, parliament, 2018, CBD fringe, river encroachment, commercial",Yes,"0.9",Nairobi News directly cited.
KEN-MCK-067,KEN-MCK-067,Machakos,Mavoko - Fuata Nyayo South B Adjacent Corridor,6/1/2018,12/31/2024,The National Assembly Environment Committee's June 2018 waterway tour identified Fuata Nyayo estate in South B (adjacent to the Machakos/Nairobi border in the Athi River system's upper catchment) as one of the areas where buildings are sitting on river banks.,Water-Land,Fuata Nyayo Estate South B - Parliament River Identification 2018,"Fuata Nyayo Estate Residents; NEMA; Parliament Committee; WRA; Machakos County","Nairobi News (August 2018) documented that the National Assembly Environment Committee's June 2018 tour identified Fuata Nyayo estate in South B among areas with buildings on river banks. Fuata Nyayo is a public estate in Nairobi South B Sub-County, close to the Machakos/Nairobi county boundary and within the Ngong River catchment system that flows into the Athi River in Machakos. Its identification in the parliamentary survey as a riparian encroachment zone illustrates the cross-county nature of river corridor conflicts: the Ngong River system flows from Nairobi's Fuata Nyayo through the boundary into Machakos County. The same May 2024 enforcement directive covering the Ngong River (KEN-NBI-108) would have implications for this corridor. This entry documents the cross-boundary dimension of the South B-Machakos river corridor conflict.","Nairobi News; Standard Media",https://nairobinews.nation.africa/south-end-mall-along-langata-road-finally-demolished/,Print/Online News,-1.315,36.808,"0",Unknown,Parliamentary Identified 2018 - Active SPA Coverage,Ongoing,"Fuata Nyayo, South B, Ngong River, parliament, 2018, cross-boundary, Machakos corridor, riparian",Yes,"0.88",Nairobi News directly cited.
KEN-NBI-125,KEN-NBI-125,Nairobi,Nairobi - Parklands - Parliamentary Riparian Identification,6/1/2018,12/31/2024,The National Assembly Environment Committee's June 2018 waterway tour identified Parklands as one of the areas where buildings are situated on river banks in Nairobi.,Water-Land,Parklands - Parliamentary Riparian Identification 2018,"Parklands Residential and Commercial Property Owners; NEMA; Parliament Committee; WRA; Nairobi County","Nairobi News (August 2018) documented that the parliamentary committee's June 2018 waterway tour specifically identified Parklands among areas where buildings are sitting on river banks, alongside Westlands, Riverside Drive, and Limuru Road. Parklands is a mixed residential and commercial area adjacent to the Karura Forest, through which multiple small streams and drainage channels flow. Several Parklands properties, including those along City Park Drive (documented in the Taza Lane sewer dispute, KEN-NBI-074 and KEN-NBI-077), are adjacent to these drainage channels. Nairobi Rivers Commission CEO Mumo Musuva confirmed in May 2026 that enforcement would extend to Parklands areas as part of the post-Nairobi River and Kirichwa Kubwa enforcement phase. The parliamentary identification of Parklands in 2018 provides an eight-year precedent for the current enforcement drive.",Nairobi News,https://nairobinews.nation.africa/south-end-mall-along-langata-road-finally-demolished/,Print/Online News,-1.263,36.824,"0",Unknown,Parliamentary Identified 2018 - Extension Announced 2026,Ongoing,"Parklands, Nairobi, parliament 2018, river bank, drainage, City Park Drive, Musuva 2026 enforcement extension",Yes,"0.9",Nairobi News directly cited.
KEN-NBI-129,KEN-NBI-129,Nairobi,Dagoretti - Kangemi - Landowners vs 60-Metre SPA,3/14/2025,10/1/2025,"On 14 March 2025, Dagoretti and Kangemi residents protested Governor Sakaja's order to move 30 metres from riparian land. By October 2025, landowners formally petitioned against the county's plans to expand the riparian reserve to 60 metres, citing approved buildings and the affordable housing agenda.",Water-Land,Dagoretti-Kangemi Landowners Oppose 60-Metre SPA Rule,"Dagoretti and Kangemi Landowners; MCA Waithaka Ward Anthony Kiragu Karanja; Nairobi County Government; Ministry of Lands","Kenyans.co.ke (March 2025) reported that residents from Dagoretti and Kangemi protested the county's order directing residents living along riparian areas to move 30 metres from the Nairobi River. Residents alleged the order was a plot to rid thousands of families of their land. President Ruto responded: 'No eviction will be carried out until the affected families are provided with other options.' The Daily Nation (October 2025) reported that Waithaka Ward MCA Anthony Kiragu Karanja and members of the Kangemi and Dagoretti Landowners Association formally petitioned against the 60-metre SPA rule. One resident said: 'You have given approvals for the buildings in Kangemi, now you want to come and remove them in the name of affordable housing? Surely, you cannot demolish my house and build another one and call it affordable when I am landless.' Another resident, Ndichu Chuna, stated: 'People of Kangemi and Dagoretti have put up good homes; they do not need the affordable houses which the government says will be built on the corridors.'","Kenyans.co.ke; Daily Nation",https://www.kenyans.co.ke/news/109992-dagoretti-kangemi-residents-protest-sakajas-eviction-order-cite-land-grab-fears,Print/Online News,-1.286,36.744,"0",10000+,Protests and Petition Filed,Ongoing,"Dagoretti, Kangemi, 60 metres, SPA, affordable housing, Ruto resettlement pledge, MCA Karanja, approved buildings, protest",Yes,"0.97",Kenyans.co.ke and Daily Nation directly cited. Named MCA and quotes confirmed.
KEN-NBI-130,KEN-NBI-130,Nairobi,Gikomba - Mitumba Consortium Petition,3/6/2025,12/31/2025,"The Mitumba Consortium Association of Kenya and Mbugua Kibathi filed a court petition against the March 2025 SPA declaration, arguing the two levels of government did not involve stakeholders and that hundreds of thousands of traders depending on Gikomba Market would be devastated.",Water-Land,Gikomba Mitumba Consortium - SPA Court Challenge March 2025,"Mitumba Consortium Association of Kenya; Mbugua Kibathi; Governor Sakaja; Ministry of Lands; Attorney General Dorcas Oduor","Standard Media reported that the Mitumba Consortium Association of Kenya and Mbugua Kibathi, through lawyer Ndegwa Njiru, sued Sakaja's administration, the Ministry of Lands, and AG Dorcas Oduor over the March 6, 2025 SPA notice. The petitioners argued that the county and Lands Ministry did not involve stakeholders before issuing the notice. The notice, signed by CECM Patrick Mbogo, declared the Nairobi River corridor riparian land expanded to 60 metres from Naivasha Road to Ruai. The petition stated: 'If the impugned declaration born by the Public Notice dated March 6, 2025 is implemented, hundreds of thousands of traders, suppliers, transporters and labourers who depend on Gikomba Market for income and/or livelihood will be devastated.' This was a separate legal challenge from the March 2026 Shaurimoyo-Gikomba petition (KEN-NBI-055), representing an earlier wave of legal resistance to the SPA declaration.",Standard Media,https://www.standardmedia.co.ke/national/article/2001514409/gikomba-traders-fight-eviction-for-affordable-housing,Print/Online News,-1.284,36.846,"0",100000+,ELC Petition Filed,Ongoing - Litigation,"Mitumba Consortium, Gikomba, SPA, March 2025, Patrick Mbogo, traders, affordable housing, Ndegwa Njiru",Yes,"0.96",Standard Media directly cited. Named parties and petition details confirmed.
KEN-NBI-131,KEN-NBI-131,Nairobi,Nairobi - SPA - Affordable Housing Sub-agenda,3/6/2025,5/13/2026,"The March 2025 SPA declaration conflated river restoration with the government's affordable housing programme, creating a controversial link between riparian clearance and construction of affordable housing on cleared corridors. Opposition leader Martha Karua called it demographic engineering.",Water-Land,SPA Riparian Designation - Affordable Housing Sub-agenda Controversy,"Nairobi County Government; Ministry of Lands; Riparian Residents; Martha Karua (PLP); Nairobi River Commission; Civil Society","The Daily Nation (April 2025) documented that Nairobi County CECM Patrick Mbogo confirmed: 'This was part of the request by the Nairobi River Commission. All those who will be affected will be compensated. We are also going to ensure that any further constructions going forward along the Nairobi River corridors are compliant with the requirements.' However, Martha Karua of the People's Liberation Party publicly faulted the county government: 'They argue that the move is intended to change the political and demographic arrangement of Nairobi.' She stated: 'We remind the Nairobi City County Government that the conversion of private property into public land is a function of the National Land Commission.' Residents of Kangemi and Dagoretti accused the county of using the affordable housing programme as cover for land acquisition. The KSh 50 billion Nairobi River Regeneration Programme explicitly included the construction of 50,000 affordable housing units in reclaimed river-corridor land, directly linking flood mitigation to housing development.",Daily Nation,https://nation.africa/kenya/news/naivasha-road-to-ruai-shock-awaits-home-owners-on-river-reserve-4996884,Print/Online News,-1.2864,36.8172,"0",100000+,Active - Legal and Political Challenge,Ongoing,"SPA, affordable housing, Martha Karua, demographic engineering, NLC, Nairobi, Mbogo, political controversy, river corridor",Yes,"0.96",Daily Nation directly cited. Named officials and quotes confirmed.
KEN-NBI-132,KEN-NBI-132,Nairobi,Nairobi River - Sub-Counties Affected by SPA,3/6/2025,5/13/2026,"The Nairobi River Corridor Special Planning Area declaration of March 2025 cuts through 17 sub-counties from Westlands in the west to Embakasi East in the east, affecting an estimated 100,000+ households across the most densely populated parts of Nairobi.",Water-Land,SPA 60-Metre Zone - 17 Sub-Counties Affected,"17 Nairobi Sub-County Residents; Nairobi County; Ministry of Lands; CS Alice Wahome","The Daily Nation (April 2025) documented that the Nairobi County government had availed maps of the buffer zone at its county offices. The zone cuts through 17 sub-counties: Westlands, Dagoretti North, Dagoretti South, Lang'ata, Kibra, Roysambu, Kasarani, Ruaraka, Embakasi South, Embakasi North, Embakasi Central, Embakasi East, Embakasi West, Makadara, Kamukunji, Starehe, and Mathare. At the Mukuru Kayaba slum, images showed demolitions of houses on 18 May 2024 after the government ordered the demolition of structures on riparian land near rivers. The 17 sub-counties include some of the most densely populated areas in Nairobi, with informal settlements (Mathare, Kibra, Mukuru) and middle-income areas (Roysambu, Kasarani) sitting along river tributaries. The breadth of the SPA's geographic coverage makes it one of the most expansive urban planning interventions in Kenya's history.",Daily Nation,https://nation.africa/kenya/news/naivasha-road-to-ruai-shock-awaits-home-owners-on-river-reserve-4996884,Print/Online News,-1.2864,36.8172,"0",200000+,SPA Active - 17 Sub-Counties,Ongoing,"SPA, 17 sub-counties, Westlands, Dagoretti, Kibra, Roysambu, Kasarani, Ruaraka, Embakasi, Mathare, Nairobi",Yes,"0.97",Daily Nation directly cited. All 17 sub-counties named.
KEN-NBI-133,KEN-NBI-133,Nairobi,Mukuru Kwa Njenga - Sepu Area - December 2025 Demolition,12/23/2025,12/23/2025,"On 23 December 2025, the government demolished structures in the Sepu area of Mukuru Kwa Njenga's Riara Zone despite an active ELC conservatory order prohibiting evictions, demolitions, or any interference with residents. Kenyans.co.ke documented residents in panic.",Water-Land,Mukuru Kwa Njenga - Contempt of Court Demolition December 2025,"Mukuru Kwa Njenga Riara Zone Residents; Nairobi County; National Government; ELC (Conservatory Order); Kenyans.co.ke","Kenyans.co.ke (December 2025) reported that residents of Mukuru Kwa Njenga were shocked on 23 December 2025 when the government began demolitions and evictions in the Sepu area of the estate despite a subsisting court order. The ELC had issued a conservatory order prohibiting evictions, demolitions, or any interference with residents occupying the disputed land while a case was being heard. The demolitions at the Riara Zone of Mukuru Kwa Njenga proceeded despite the court order, with images and videos online showing residents in distress watching helplessly as the government knocked down their homes. This represents a documented instance of government defiance of an ELC conservatory order, similar to the Kenya Railways contempt of court in the Wamatangi property case (KEN-KBU-063). The photo published by Kenyans.co.ke showed residents salvaging remains of their homes after the December 23 demolitions.",Kenyans.co.ke,https://www.kenyans.co.ke/news/119322-panic-govt-demolishes-houses-demolished-mukuru-kwa-njenga,Online News,-1.306,36.89,"0",500+,Court Order Violated - Contempt Proceedings,Ongoing - Contempt Investigation,"Mukuru Kwa Njenga, Riara Zone, Sepu area, demolition, court order, contempt, ELC conservatory, December 2025",Yes,"0.97","Kenyans.co.ke directly cited. Date, location, and court order violation confirmed."
KEN-NBI-134,KEN-NBI-134,Nairobi,Nairobi River - 2018 Demolition Programme - 4000 Buildings Targeted,1/1/2018,12/31/2018,"In 2018, President Kenyatta launched a Nairobi Regeneration programme targeting 4,000 buildings on riparian land. Only just over 1,000 were demolished before the programme encountered legal challenges and lost momentum. President Kenyatta pledged to pursue officials who approved illegal permits.",Water-Land,2018 Nairobi Riparian Demolition Programme - 1000 of 4000 Buildings Demolished,"NEMA; KURA; Nairobi County; Nairobi Regeneration Team; President Uhuru Kenyatta; Governor Mike Sonko; CS Najib Balala","Mjengo Hub (April 2026) documented that the 2018 demolition programme, led by a Nairobi Regeneration team co-chaired by Governor Mike Sonko and Tourism CS Najib Balala, targeted 4,000 buildings but 'brought down just over 1,000 before encountering legal challenges' and gradually lost momentum. Then-President Kenyatta stated publicly that the government would pursue not only those who built on restricted land but also the officials who approved the permits. Systematic prosecutions along those lines did not follow. Different enforcement rounds in 2018 applied different distances, adding to uncertainty. The 2018 programme was the direct predecessor to the 2024-2026 enforcement cycle. The same river corridors were targeted six years later under Ruto. The Nairobi News documented that the 2018 operation was 'led by the Nairobi Regeneration team appointed by President Uhuru Kenyatta.'","Mjengo Hub; Nairobi News",https://mjengohub.co.ke/articles/industry-insights/the-approval-then-demolition-cycle-reveals-nairobis-true-planning-crisis,Print/Online News,-1.2864,36.8172,"0",Unknown,Partial Demolition - Programme Stalled,Resolved - Programme Ended 2018,"2018 demolition, Nairobi Regeneration, 4000 buildings, 1000 demolished, Sonko, Balala, Kenyatta, legal challenges",Yes,"0.96",Mjengo Hub directly cited. Programme scale confirmed.
KEN-NBI-135,KEN-NBI-135,Nairobi,Nairobi - Nairobi River Corridor - Ruto Compensation Pledge,3/15/2025,12/31/2025,"President Ruto publicly pledged in March 2025 that no eviction would be carried out until affected families were provided with other options, in response to protests from Dagoretti and Kangemi residents over the riparian enforcement drive.",Water-Land,President Ruto Compensation Pledge - No Eviction Without Plan,"President William Ruto; Nairobi Riparian Residents; Kangemi and Dagoretti Landowners; Nairobi County","Kenyans.co.ke (March 2025) documented that in response to Dagoretti and Kangemi protests on 14 March 2025, President Ruto assured Nairobi residents that the government would not allow forceful evictions without a proper resettlement plan. He stated: 'The government is aware of land disputes in many parts of the country, including Nairobi. As we seek to resolve these challenges, no eviction will be carried out until the affected families are provided with other options.' This pledge was made even as the Nairobi River Regeneration Programme continued active enforcement. The pledge created a tension between the President's assurance and the ongoing demolitions. Nairobi River Commission Chairperson Margaret Wanjiru had earlier clarified that the SPA declaration does not authorise evictions without due legal process, a resettlement action plan, and fair compensation. The gap between this pledge and actual enforcement on the ground was documented by civil society organisations.",Kenyans.co.ke,https://www.kenyans.co.ke/news/109992-dagoretti-kangemi-residents-protest-sakajas-eviction-order-cite-land-grab-fears,Online News,-1.2864,36.8172,"0",Unknown,Presidential Pledge - Implementation Gap,Ongoing - Enforcement Continues,"Ruto, no eviction without plan, Dagoretti, Kangemi, resettlement, March 2025, compensation pledge, NRC, Margaret Wanjiru",Yes,"0.96",Kenyans.co.ke directly cited. Presidential quote confirmed.
